,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,demand
6263,6264,2011-09-23,Winter,2011,September,13.00,0,Friday,Weekday,"Light Snow, Light Rain",24.599999999999998,25.0,100.0,6.0032,7,27,34,Low
6264,6265,2011-09-23,Winter,2011,September,14.00,0,Friday,Weekday,"Light Snow, Light Rain",24.599999999999998,25.0,100.0,6.0032,3,21,24,Low
6265,6266,2011-09-23,Winter,2011,September,15.00,0,Friday,Weekday,"Light Snow, Light Rain",25.419999999999998,27.275,94.0,7.0015,9,52,61,Low
6266,6267,2011-09-23,Winter,2011,September,16.00,0,Friday,Weekday,"Light Snow, Light Rain",25.419999999999998,27.275,94.0,0.0,5,51,56,Low
6267,6268,2011-09-23,Winter,2011,September,17.00,0,Friday,Weekday,"Mist, Cloudy",24.599999999999998,25.0,100.0,0.0,13,86,99,Medium
6268,6269,2011-09-23,Winter,2011,September,18.00,0,Friday,Weekday,"Clear, Partly cloudy",24.599999999999998,25.0,100.0,0.0,14,220,234,High
6269,6270,2011-09-23,Winter,2011,September,19.00,0,Friday,Weekday,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,8.9981,16,232,248,High
6270,6271,2011-09-23,Winter,2011,September,20.00,0,Friday,Weekday,"Clear, Partly cloudy",24.599999999999998,25.759999999999998,94.0,0.0,21,158,179,Medium
6271,6272,2011-09-23,Winter,2011,September,21.00,0,Friday,Weekday,"Clear, Partly cloudy",24.599999999999998,25.0,100.0,11.0014,17,121,138,Medium
6272,6273,2011-09-23,Winter,2011,September,22.00,0,Friday,Weekday,"Clear, Partly cloudy",24.599999999999998,25.759999999999998,94.0,11.0014,31,126,157,Medium
6273,6274,2011-09-23,Winter,2011,September,23.00,0,Friday,Weekday,"Mist, Cloudy",23.779999999999998,27.275,100.0,8.9981,41,107,148,Medium
6274,6275,2011-09-24,Winter,2011,September,00.00,0,Saturday,Weekend,"Clear, Partly cloudy",23.779999999999998,27.275,100.0,6.0032,7,86,93,Medium
6275,6276,2011-09-24,Winter,2011,September,01.00,0,Saturday,Weekend,"Mist, Cloudy",23.779999999999998,27.275,94.0,6.0032,18,61,79,Medium
6276,6277,2011-09-24,Winter,2011,September,02.00,0,Saturday,Weekend,"Mist, Cloudy",23.779999999999998,27.275,94.0,6.0032,14,54,68,Low
6277,6278,2011-09-24,Winter,2011,September,03.00,0,Saturday,Weekend,"Clear, Partly cloudy",23.779999999999998,27.275,94.0,0.0,4,27,31,Low
6278,6279,2011-09-24,Winter,2011,September,04.00,0,Saturday,Weekend,"Clear, Partly cloudy",22.96,26.515,94.0,7.0015,1,7,8,Low
6279,6280,2011-09-24,Winter,2011,September,05.00,0,Saturday,Weekend,"Mist, Cloudy",22.96,26.515,94.0,7.0015,2,3,5,Low
6280,6281,2011-09-24,Winter,2011,September,06.00,0,Saturday,Weekend,"Mist, Cloudy",22.96,26.515,94.0,7.0015,6,12,18,Low
6281,6282,2011-09-24,Winter,2011,September,07.00,0,Saturday,Weekend,"Mist, Cloudy",22.96,26.515,88.0,7.0015,12,34,46,Low
6282,6283,2011-09-24,Winter,2011,September,08.00,0,Saturday,Weekend,"Mist, Cloudy",23.779999999999998,27.275,90.0,6.0032,19,102,121,Medium
6283,6284,2011-09-24,Winter,2011,September,09.00,0,Saturday,Weekend,"Mist, Cloudy",24.599999999999998,27.275,88.0,6.0032,41,134,175,Medium
6284,6285,2011-09-24,Winter,2011,September,10.00,0,Saturday,Weekend,"Mist, Cloudy",24.599999999999998,27.275,88.0,6.0032,90,203,293,High
6285,6286,2011-09-24,Winter,2011,September,11.00,0,Saturday,Weekend,"Mist, Cloudy",25.419999999999998,28.79,83.0,6.0032,118,268,386,High
6286,6287,2011-09-24,Winter,2011,September,12.00,0,Saturday,Weekend,"Mist, Cloudy",25.419999999999998,28.79,83.0,6.0032,141,266,407,High
6287,6288,2011-09-24,Winter,2011,September,13.00,0,Saturday,Weekend,"Clear, Partly cloudy",26.240000000000002,29.544999999999998,78.0,0.0,170,290,460,High
6288,6289,2011-09-24,Winter,2011,September,14.00,0,Saturday,Weekend,"Mist, Cloudy",27.060000000000002,31.06,74.0,8.9981,164,226,390,High
6289,6290,2011-09-24,Winter,2011,September,15.00,0,Saturday,Weekend,"Mist, Cloudy",27.060000000000002,31.06,74.0,8.9981,168,284,452,High
6290,6291,2011-09-24,Winter,2011,September,16.00,0,Saturday,Weekend,"Mist, Cloudy",26.240000000000002,29.544999999999998,78.0,6.0032,167,282,449,High
6291,6292,2011-09-24,Winter,2011,September,17.00,0,Saturday,Weekend,"Clear, Partly cloudy",27.060000000000002,31.06,74.0,7.0015,180,246,426,High
6292,6293,2011-09-24,Winter,2011,September,18.00,0,Saturday,Weekend,"Clear, Partly cloudy",26.240000000000002,29.544999999999998,78.0,7.0015,157,243,400,High
6293,6294,2011-09-24,Winter,2011,September,19.00,0,Saturday,Weekend,"Clear, Partly cloudy",25.419999999999998,28.03,88.0,0.0,77,231,308,High
6294,6295,2011-09-24,Winter,2011,September,20.00,0,Saturday,Weekend,"Clear, Partly cloudy",25.419999999999998,28.79,83.0,0.0,77,166,243,High
6295,6296,2011-09-24,Winter,2011,September,21.00,0,Saturday,Weekend,"Clear, Partly cloudy",25.419999999999998,28.79,83.0,6.0032,66,156,222,Medium
6296,6297,2011-09-24,Winter,2011,September,22.00,0,Saturday,Weekend,"Mist, Cloudy",25.419999999999998,28.03,88.0,0.0,50,143,193,Medium
6297,6298,2011-09-24,Winter,2011,September,23.00,0,Saturday,Weekend,"Mist, Cloudy",24.599999999999998,27.275,88.0,6.0032,27,123,150,Medium
6298,6299,2011-09-25,Winter,2011,September,00.00,0,Sunday,Weekend,"Mist, Cloudy",24.599999999999998,27.275,88.0,0.0,37,136,173,Medium
6299,6300,2011-09-25,Winter,2011,September,01.00,0,Sunday,Weekend,"Mist, Cloudy",24.599999999999998,27.275,88.0,7.0015,31,93,124,Medium
6300,6301,2011-09-25,Winter,2011,September,02.00,0,Sunday,Weekend,"Light Snow, Light Rain",24.599999999999998,25.759999999999998,94.0,0.0,27,79,106,Medium
6301,6302,2011-09-25,Winter,2011,September,03.00,0,Sunday,Weekend,"Light Snow, Light Rain",24.599999999999998,25.759999999999998,94.0,0.0,20,39,59,Low
6302,6303,2011-09-25,Winter,2011,September,04.00,0,Sunday,Weekend,"Light Snow, Light Rain",24.599999999999998,25.759999999999998,94.0,8.9981,3,5,8,Low
6303,6304,2011-09-25,Winter,2011,September,05.00,0,Sunday,Weekend,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,6.0032,1,2,3,Low
6304,6305,2011-09-25,Winter,2011,September,06.00,0,Sunday,Weekend,"Mist, Cloudy",24.599999999999998,27.275,88.0,7.0015,4,13,17,Low
6305,6306,2011-09-25,Winter,2011,September,07.00,0,Sunday,Weekend,"Mist, Cloudy",24.599999999999998,25.759999999999998,94.0,8.9981,15,23,38,Low
6306,6307,2011-09-25,Winter,2011,September,08.00,0,Sunday,Weekend,"Mist, Cloudy",25.419999999999998,28.03,88.0,0.0,27,59,86,Medium
6307,6308,2011-09-25,Winter,2011,September,09.00,0,Sunday,Weekend,"Mist, Cloudy",26.240000000000002,28.79,83.0,0.0,55,100,155,Medium
6308,6309,2011-09-25,Winter,2011,September,10.00,0,Sunday,Weekend,"Mist, Cloudy",26.240000000000002,28.79,83.0,0.0,85,190,275,High
6309,6310,2011-09-25,Winter,2011,September,11.00,0,Sunday,Weekend,"Mist, Cloudy",27.060000000000002,30.305,78.0,8.9981,131,230,361,High
6310,6311,2011-09-25,Winter,2011,September,12.00,0,Sunday,Weekend,"Mist, Cloudy",27.060000000000002,30.305,78.0,0.0,143,270,413,High
6311,6312,2011-09-25,Winter,2011,September,13.00,0,Sunday,Weekend,"Mist, Cloudy",27.880000000000003,31.819999999999997,74.0,0.0,122,247,369,High
6312,6313,2011-09-25,Winter,2011,September,14.00,0,Sunday,Weekend,"Mist, Cloudy",27.060000000000002,30.305,78.0,0.0,116,231,347,High
6313,6314,2011-09-25,Winter,2011,September,15.00,0,Sunday,Weekend,"Mist, Cloudy",27.060000000000002,30.305,78.0,0.0,119,234,353,High
6314,6315,2011-09-25,Winter,2011,September,16.00,0,Sunday,Weekend,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,0.0,144,320,464,High
6315,6316,2011-09-25,Winter,2011,September,17.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,74.0,0.0,145,275,420,High
6316,6317,2011-09-25,Winter,2011,September,18.00,0,Sunday,Weekend,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,74.0,0.0,125,279,404,High
6317,6318,2011-09-25,Winter,2011,September,19.00,0,Sunday,Weekend,"Clear, Partly cloudy",26.240000000000002,28.79,83.0,8.9981,87,242,329,High
6318,6319,2011-09-25,Winter,2011,September,20.00,0,Sunday,Weekend,"Clear, Partly cloudy",26.240000000000002,28.79,83.0,6.0032,51,135,186,Medium
6319,6320,2011-09-25,Winter,2011,September,21.00,0,Sunday,Weekend,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,6.0032,24,113,137,Medium
6320,6321,2011-09-25,Winter,2011,September,22.00,0,Sunday,Weekend,"Clear, Partly cloudy",25.419999999999998,28.03,88.0,6.0032,20,84,104,Medium
6321,6322,2011-09-25,Winter,2011,September,23.00,0,Sunday,Weekend,"Mist, Cloudy",25.419999999999998,27.275,94.0,7.0015,12,67,79,Medium
6322,6323,2011-09-26,Winter,2011,September,00.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,0.0,6,23,29,Low
6323,6324,2011-09-26,Winter,2011,September,01.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,28.03,88.0,7.0015,3,14,17,Low
6324,6325,2011-09-26,Winter,2011,September,02.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,28.03,88.0,7.0015,4,4,8,Low
6325,6326,2011-09-26,Winter,2011,September,03.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,0.0,0,5,5,Low
6326,6327,2011-09-26,Winter,2011,September,04.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,6.0032,2,4,6,Low
6327,6328,2011-09-26,Winter,2011,September,05.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,28.03,88.0,0.0,0,25,25,Low
6328,6329,2011-09-26,Winter,2011,September,06.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,6.0032,6,107,113,Medium
6329,6330,2011-09-26,Winter,2011,September,07.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,0.0,17,315,332,High
6330,6331,2011-09-26,Winter,2011,September,08.00,0,Monday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,0.0,29,326,355,High
6331,6332,2011-09-26,Winter,2011,September,09.00,0,Monday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,12.998000000000001,44,161,205,Medium
6332,6333,2011-09-26,Winter,2011,September,10.00,0,Monday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,12.998000000000001,37,117,154,Medium
6333,6334,2011-09-26,Winter,2011,September,11.00,0,Monday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,79.0,15.001299999999999,43,116,159,Medium
6334,6335,2011-09-26,Winter,2011,September,12.00,0,Monday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,79.0,11.0014,48,161,209,Medium
6335,6336,2011-09-26,Winter,2011,September,13.00,0,Monday,Weekday,"Mist, Cloudy",28.7,33.335,74.0,11.0014,48,139,187,Medium
6336,6337,2011-09-26,Winter,2011,September,14.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,11.0014,44,110,154,Medium
6337,6338,2011-09-26,Winter,2011,September,15.00,0,Monday,Weekday,"Clear, Partly cloudy",29.52,34.089999999999996,62.0,8.9981,52,157,209,Medium
6338,6339,2011-09-26,Winter,2011,September,16.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,65.0,11.0014,74,239,313,High
6339,6340,2011-09-26,Winter,2011,September,17.00,0,Monday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,8.9981,61,509,570,High
6340,6341,2011-09-26,Winter,2011,September,18.00,0,Monday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,83.0,7.0015,63,490,553,High
6341,6342,2011-09-26,Winter,2011,September,19.00,0,Monday,Weekday,"Clear, Partly cloudy",27.060000000000002,30.305,82.0,6.0032,36,347,383,High
6342,6343,2011-09-26,Winter,2011,September,20.00,0,Monday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,8.9981,24,227,251,High
6343,6344,2011-09-26,Winter,2011,September,21.00,0,Monday,Weekday,"Clear, Partly cloudy",26.240000000000002,28.79,89.0,8.9981,18,164,182,Medium
6344,6345,2011-09-26,Winter,2011,September,22.00,0,Monday,Weekday,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,8.9981,14,122,136,Medium
6345,6346,2011-09-26,Winter,2011,September,23.00,0,Monday,Weekday,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,8.9981,11,64,75,Medium
6346,6347,2011-09-27,Winter,2011,September,00.00,0,Tuesday,Weekday,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,8.9981,9,28,37,Low
6347,6348,2011-09-27,Winter,2011,September,01.00,0,Tuesday,Weekday,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,11.0014,4,6,10,Low
6348,6349,2011-09-27,Winter,2011,September,02.00,0,Tuesday,Weekday,"Clear, Partly cloudy",25.419999999999998,27.275,94.0,7.0015,7,4,11,Low
6349,6350,2011-09-27,Winter,2011,September,03.00,0,Tuesday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,0.0,5,5,10,Low
6350,6351,2011-09-27,Winter,2011,September,04.00,0,Tuesday,Weekday,"Light Snow, Light Rain",25.419999999999998,27.275,94.0,6.0032,5,3,8,Low
6351,6352,2011-09-27,Winter,2011,September,05.00,0,Tuesday,Weekday,"Light Snow, Light Rain",25.419999999999998,27.275,94.0,6.0032,0,24,24,Low
6352,6353,2011-09-27,Winter,2011,September,06.00,0,Tuesday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,7.0015,8,116,124,Medium
6353,6354,2011-09-27,Winter,2011,September,07.00,0,Tuesday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,7.0015,15,234,249,High
6354,6355,2011-09-27,Winter,2011,September,08.00,0,Tuesday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,7.0015,27,400,427,High
6355,6356,2011-09-27,Winter,2011,September,09.00,0,Tuesday,Weekday,"Light Snow, Light Rain",26.240000000000002,28.79,89.0,12.998000000000001,20,173,193,Medium
6356,6357,2011-09-27,Winter,2011,September,10.00,0,Tuesday,Weekday,"Light Snow, Light Rain",26.240000000000002,28.03,94.0,11.0014,21,101,122,Medium
6357,6358,2011-09-27,Winter,2011,September,11.00,0,Tuesday,Weekday,"Mist, Cloudy",27.060000000000002,29.544999999999998,89.0,7.0015,26,97,123,Medium
6358,6359,2011-09-27,Winter,2011,September,12.00,0,Tuesday,Weekday,"Mist, Cloudy",27.060000000000002,29.544999999999998,89.0,8.9981,33,129,162,Medium
6359,6360,2011-09-27,Winter,2011,September,13.00,0,Tuesday,Weekday,"Mist, Cloudy",28.7,33.335,74.0,15.001299999999999,29,122,151,Medium
6360,6361,2011-09-27,Winter,2011,September,14.00,0,Tuesday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,79.0,7.0015,29,123,152,Medium
6361,6362,2011-09-27,Winter,2011,September,15.00,0,Tuesday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,83.0,6.0032,35,170,205,Medium
6362,6363,2011-09-27,Winter,2011,September,16.00,0,Tuesday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,83.0,12.998000000000001,33,225,258,High
6363,6364,2011-09-27,Winter,2011,September,17.00,0,Tuesday,Weekday,"Mist, Cloudy",27.060000000000002,29.544999999999998,89.0,12.998000000000001,50,480,530,High
6364,6365,2011-09-27,Winter,2011,September,18.00,0,Tuesday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,15.001299999999999,31,325,356,High
6365,6366,2011-09-27,Winter,2011,September,19.00,0,Tuesday,Weekday,"Mist, Cloudy",26.240000000000002,28.79,89.0,8.9981,26,294,320,High
6366,6367,2011-09-27,Winter,2011,September,20.00,0,Tuesday,Weekday,"Clear, Partly cloudy",25.419999999999998,29.544999999999998,78.0,0.0,17,221,238,High
6367,6368,2011-09-27,Winter,2011,September,21.00,0,Tuesday,Weekday,"Clear, Partly cloudy",24.599999999999998,28.03,83.0,0.0,17,179,196,Medium
6368,6369,2011-09-27,Winter,2011,September,22.00,0,Tuesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,6.0032,19,102,121,Medium
6369,6370,2011-09-27,Winter,2011,September,23.00,0,Tuesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,6.0032,11,82,93,Medium
6370,6371,2011-09-28,Winter,2011,September,00.00,0,Wednesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,0.0,7,29,36,Low
6371,6372,2011-09-28,Winter,2011,September,01.00,0,Wednesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,0.0,1,13,14,Low
6372,6373,2011-09-28,Winter,2011,September,02.00,0,Wednesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,16.997899999999998,0,9,9,Low
6373,6374,2011-09-28,Winter,2011,September,03.00,0,Wednesday,Weekday,"Mist, Cloudy",24.599999999999998,25.759999999999998,94.0,6.0032,0,3,3,Low
6374,6375,2011-09-28,Winter,2011,September,04.00,0,Wednesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,0.0,1,3,4,Low
6375,6376,2011-09-28,Winter,2011,September,05.00,0,Wednesday,Weekday,"Mist, Cloudy",24.599999999999998,25.759999999999998,94.0,0.0,2,20,22,Low
6376,6377,2011-09-28,Winter,2011,September,06.00,0,Wednesday,Weekday,"Light Snow, Light Rain",24.599999999999998,25.759999999999998,94.0,11.0014,3,111,114,Medium
6377,6378,2011-09-28,Winter,2011,September,07.00,0,Wednesday,Weekday,"Light Snow, Light Rain",24.599999999999998,25.759999999999998,94.0,11.0014,8,177,185,Medium
6378,6379,2011-09-28,Winter,2011,September,08.00,0,Wednesday,Weekday,"Light Snow, Light Rain",25.419999999999998,27.275,94.0,15.001299999999999,17,270,287,High
6379,6380,2011-09-28,Winter,2011,September,09.00,0,Wednesday,Weekday,"Light Snow, Light Rain",25.419999999999998,27.275,94.0,15.001299999999999,14,141,155,Medium
6380,6381,2011-09-28,Winter,2011,September,10.00,0,Wednesday,Weekday,"Mist, Cloudy",25.419999999999998,27.275,94.0,0.0,20,109,129,Medium
6381,6382,2011-09-28,Winter,2011,September,11.00,0,Wednesday,Weekday,"Mist, Cloudy",27.060000000000002,30.305,83.0,7.0015,24,127,151,Medium
6382,6383,2011-09-28,Winter,2011,September,12.00,0,Wednesday,Weekday,"Mist, Cloudy",27.880000000000003,31.819999999999997,79.0,0.0,25,159,184,Medium
6383,6384,2011-09-28,Winter,2011,September,13.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,33.335,74.0,16.997899999999998,24,138,162,Medium
6384,6385,2011-09-28,Winter,2011,September,14.00,0,Wednesday,Weekday,"Clear, Partly cloudy",29.52,34.089999999999996,62.0,16.997899999999998,25,145,170,Medium
6385,6386,2011-09-28,Winter,2011,September,15.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,8.9981,35,146,181,Medium
6386,6387,2011-09-28,Winter,2011,September,16.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,12.998000000000001,39,241,280,High
6387,6388,2011-09-28,Winter,2011,September,17.00,0,Wednesday,Weekday,"Clear, Partly cloudy",28.7,32.574999999999996,70.0,15.001299999999999,64,527,591,High
6388,6389,2011-09-28,Winter,2011,September,18.00,0,Wednesday,Weekday,"Light Snow, Light Rain",27.060000000000002,30.305,83.0,16.997899999999998,65,459,524,High
6389,6390,2011-09-28,Winter,2011,September,19.00,0,Wednesday,Weekday,"Light Snow, Light Rain",27.060000000000002,30.305,83.0,16.997899999999998,57,315,372,High
6390,6391,2011-09-28,Winter,2011,September,20.00,0,Wednesday,Weekday,"Light Snow, Light Rain",24.599999999999998,28.03,83.0,19.999499999999998,11,91,102,Medium
6391,6392,2011-09-28,Winter,2011,September,21.00,0,Wednesday,Weekday,"Light Snow, Light Rain",24.599999999999998,27.275,88.0,16.997899999999998,7,67,74,Medium
6392,6393,2011-09-28,Winter,2011,September,22.00,0,Wednesday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,6.0032,19,68,87,Medium
6393,6394,2011-09-28,Winter,2011,September,23.00,0,Wednesday,Weekday,"Clear, Partly cloudy",24.599999999999998,25.759999999999998,94.0,8.9981,12,59,71,Medium
6394,6395,2011-09-29,Winter,2011,September,00.00,0,Thursday,Weekday,"Clear, Partly cloudy",24.599999999999998,25.759999999999998,94.0,12.998000000000001,7,33,40,Low
6395,6396,2011-09-29,Winter,2011,September,01.00,0,Thursday,Weekday,"Mist, Cloudy",24.599999999999998,25.0,100.0,12.998000000000001,3,20,23,Low
6396,6397,2011-09-29,Winter,2011,September,02.00,0,Thursday,Weekday,"Mist, Cloudy",24.599999999999998,25.0,100.0,12.998000000000001,0,2,2,Low
6397,6398,2011-09-29,Winter,2011,September,03.00,0,Thursday,Weekday,"Mist, Cloudy",24.599999999999998,25.759999999999998,94.0,12.998000000000001,0,8,8,Low
6398,6399,2011-09-29,Winter,2011,September,04.00,0,Thursday,Weekday,"Mist, Cloudy",24.599999999999998,27.275,88.0,12.998000000000001,2,5,7,Low
6399,6400,2011-09-29,Winter,2011,September,05.00,0,Thursday,Weekday,"Mist, Cloudy",24.599999999999998,27.275,88.0,7.0015,0,22,22,Low
6400,6401,2011-09-29,Winter,2011,September,06.00,0,Thursday,Weekday,"Mist, Cloudy",24.599999999999998,27.275,88.0,6.0032,5,106,111,Medium
6401,6402,2011-09-29,Winter,2011,September,07.00,0,Thursday,Weekday,"Clear, Partly cloudy",24.599999999999998,27.275,88.0,8.9981,14,269,283,High
6402,6403,2011-09-29,Winter,2011,September,08.00,0,Thursday,Weekday,"Clear, Partly cloudy",24.599999999999998,28.03,83.0,0.0,29,402,431,High
6403,6404,2011-09-29,Winter,2011,September,09.00,0,Thursday,Weekday,"Clear, Partly cloudy",25.419999999999998,29.544999999999998,78.0,16.997899999999998,27,198,225,Medium
6404,6405,2011-09-29,Winter,2011,September,10.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,30.305,65.0,12.998000000000001,24,103,127,Medium
6405,6406,2011-09-29,Winter,2011,September,11.00,0,Thursday,Weekday,"Clear, Partly cloudy",25.419999999999998,30.305,61.0,12.998000000000001,36,122,158,Medium
6406,6407,2011-09-29,Winter,2011,September,12.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,61.0,11.0014,38,157,195,Medium
6407,6408,2011-09-29,Winter,2011,September,13.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,31.06,61.0,12.998000000000001,36,175,211,Medium
6408,6409,2011-09-29,Winter,2011,September,14.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,51.0,19.999499999999998,33,134,167,Medium
6409,6410,2011-09-29,Winter,2011,September,15.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,45.0,26.0027,42,185,227,High
6410,6411,2011-09-29,Winter,2011,September,16.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.880000000000003,31.819999999999997,41.0,23.9994,64,227,291,High
6411,6412,2011-09-29,Winter,2011,September,17.00,0,Thursday,Weekday,"Clear, Partly cloudy",27.060000000000002,31.06,47.0,19.999499999999998,62,527,589,High
6412,6413,2011-09-29,Winter,2011,September,18.00,0,Thursday,Weekday,"Clear, Partly cloudy",26.240000000000002,31.06,41.0,15.001299999999999,84,500,584,High
6413,6414,2011-09-29,Winter,2011,September,19.00,0,Thursday,Weekday,"Clear, Partly cloudy",25.419999999999998,31.06,50.0,6.0032,36,348,384,High
6414,6415,2011-09-29,Winter,2011,September,20.00,0,Thursday,Weekday,"Clear, Partly cloudy",24.599999999999998,31.06,53.0,6.0032,39,234,273,High
6415,6416,2011-09-29,Winter,2011,September,21.00,0,Thursday,Weekday,"Clear, Partly cloudy",23.779999999999998,27.275,56.00000000000001,0.0,30,195,225,Medium
6416,6417,2011-09-29,Winter,2011,September,22.00,0,Thursday,Weekday,"Clear, Partly cloudy",22.96,26.515,68.0,0.0,25,150,175,Medium
6417,6418,2011-09-29,Winter,2011,September,23.00,0,Thursday,Weekday,"Clear, Partly cloudy",21.32,25.0,77.0,7.0015,17,64,81,Medium
6418,6419,2011-09-30,Winter,2011,September,00.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,7.0015,7,53,60,Low
6419,6420,2011-09-30,Winter,2011,September,01.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,77.0,6.0032,5,18,23,Low
6420,6421,2011-09-30,Winter,2011,September,02.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,7.0015,6,9,15,Low
6421,6422,2011-09-30,Winter,2011,September,03.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,7.0015,0,3,3,Low
6422,6423,2011-09-30,Winter,2011,September,04.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,12.998000000000001,2,6,8,Low
6423,6424,2011-09-30,Winter,2011,September,05.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,12.998000000000001,3,23,26,Low
6424,6425,2011-09-30,Winter,2011,September,06.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,15.001299999999999,0,98,98,Medium
6425,6426,2011-09-30,Winter,2011,September,07.00,0,Friday,Weekday,"Clear, Partly cloudy",21.32,25.0,83.0,15.001299999999999,14,283,297,High
6426,6427,2011-09-30,Winter,2011,September,08.00,0,Friday,Weekday,"Clear, Partly cloudy",22.14,25.759999999999998,77.0,8.9981,31,425,456,High
6427,6428,2011-09-30,Winter,2011,September,09.00,0,Friday,Weekday,"Clear, Partly cloudy",22.96,26.515,73.0,12.998000000000001,23,214,237,High
6428,6429,2011-09-30,Winter,2011,September,10.00,0,Friday,Weekday,"Clear, Partly cloudy",24.599999999999998,30.305,64.0,0.0,46,122,168,Medium
6429,6430,2011-09-30,Winter,2011,September,11.00,0,Friday,Weekday,"Clear, Partly cloudy",26.240000000000002,31.06,56.99999999999999,6.0032,49,168,217,Medium
6430,6431,2011-09-30,Winter,2011,September,12.00,0,Friday,Weekday,"Mist, Cloudy",26.240000000000002,31.06,56.99999999999999,12.998000000000001,59,195,254,High
6431,6432,2011-09-30,Winter,2011,September,13.00,0,Friday,Weekday,"Mist, Cloudy",27.060000000000002,31.06,47.0,22.0028,72,194,266,High
6432,6433,2011-09-30,Winter,2011,September,14.00,0,Friday,Weekday,"Mist, Cloudy",26.240000000000002,31.06,47.0,19.999499999999998,93,173,266,High
6433,6434,2011-09-30,Winter,2011,September,15.00,0,Friday,Weekday,"Clear, Partly cloudy",26.240000000000002,31.06,50.0,19.0012,52,193,245,High
